Tempo,Estacao,LAT,LONG,Original_473,Original_269,Zero,Maca_Verde,Tangerina,Citrus,Acai_Guarana,Pessego,TARGET
2018-12-03,Higienópolis-Mackenzie,-23.5488,-46.6519,79,17,58,30,33,18,38,3,REABASTECER
2019-02-14,Higienópolis-Mackenzie,-23.5488,-46.6519,66,35,39,40,22,7,2,25,REABASTECER
2019-07-03,Higienópolis-Mackenzie,-23.5488,-46.6519,86,58,6,15,2,35,6,6,REABASTECER
2019-07-18,Higienópolis-Mackenzie,-23.5488,-46.6519,25,30,14,6,35,33,31,40,NORMAL
2019-10-14,Higienópolis-Mackenzie,-23.5488,-46.6519,47,43,65,21,43,6,29,9,NORMAL
2019-12-24,Higienópolis-Mackenzie,-23.5488,-46.6519,62,54,36,4,22,11,40,17,NORMAL
2019-02-08,Faria Lima,-23.5675,-46.6929,66,54,35,11,1,16,28,5,REABASTECER
,Faria Lima,-23.5675,-46.6929,19,56,11,21,7,5,24,5,REABASTECER
2019-04-29,Faria Lima,-23.5675,-46.6929,76,28,51,37,27,21,15,37,NORMAL
2019-05-29,Faria Lima,-23.5675,-46.6929,55,30,32,31,32,11,31,39,NORMAL
2019-06-03,Faria Lima,-23.5675,-46.6929,11,10,7,19,21,39,17,25,REABASTECER
2019-09-28,Faria Lima,-23.5675,-46.6929,18,22,65,11,23,11,43,32,NORMAL
2018-03-05,Pinheiros,-23.5664,-46.703,47,4,15,8,7,23,33,15,REABASTECER
2018-07-19,Pinheiros,-23.5664,-46.703,51,39,33,27,27,30,25,43,NORMAL
2018-08-27,Pinheiros,-23.5664,-46.703,18,65,37,42,3,39,5,17,REABASTECER
2019-07-01,Pinheiros,-23.5664,-46.703,45,30,22,17,33,39,40,37,NORMAL
2019-08-08,Pinheiros,-23.5664,-46.703,34,60,33,14,14,37,22,22,NORMAL
2019-08-28,Pinheiros,-23.5664,-46.703,15,58,17,39,14,3,29,21,REABASTECER
2019-09-05,Pinheiros,-23.5664,-46.703,47,7,38,11,29,22,3,43,NORMAL
2019-09-09,Pinheiros,-23.5664,-46.703,5,55,13,41,10,6,29,29,NORMAL
2019-12-02,Pinheiros,-23.5664,-46.703,19,8,29,36,9,18,43,17,NORMAL
2018-03-23,Butantã,-23.5844,-46.7252,58,26,20,18,29,15,11,9,NORMAL
2018-08-08,Butantã,-23.5844,-46.7252,65,52,48,12,37,30,43,23,NORMAL
2018-11-30,Butantã,-23.5844,-46.7252,30,28,10,27,26,23,18,39,NORMAL
2019-06-11,Butantã,-23.5844,-46.7252,7,62,58,35,19,34,43,20,REABASTECER
2019-06-14,Butantã,-23.5844,-46.7252,69,44,38,26,7,26,32,11,NORMAL
2019-08-30,Butantã,-23.5844,-46.7252,17,56,34,25,34,34,24,8,NORMAL
2019-09-08,Butantã,-23.5844,-46.7252,18,23,35,6,38,10,38,20,NORMAL
2019-11-01,Butantã,-23.5844,-46.7252,28,43,5,36,26,39,41,23,NORMAL
2019-11-09,Butantã,-23.5844,-46.7252,34,58,14,21,38,13,43,29,NORMAL
2019-12-08,Butantã,-23.5844,-46.7252,15,20,11,11,14,7,16,27,NORMAL
2019-12-10,Butantã,-23.5844,-46.7252,86,5,65,5,6,43,7,17,REABASTECER
2018-06-05,Fradique Coutinho,-23.5661,-46.6841,38,51,31,11,15,42,3,15,NORMAL
2018-11-03,Fradique Coutinho,-23.5661,-46.6841,10,50,14,43,14,10,39,40,REABASTECER
2019-03-02,Fradique Coutinho,-23.5661,-46.6841,11,34,11,11,23,17,34,24,REABASTECER
2019-06-11,Fradique Coutinho,-23.5661,-46.6841,65,7,20,19,18,14,20,32,NORMAL
2019-10-19,Fradique Coutinho,-23.5661,-46.6841,34,6,27,43,35,24,38,30,NORMAL
2018-01-08,Luz,-23.5365,-46.6332,15,10,10,29,10,25,14,13,NORMAL
2018-06-04,Luz,-23.5365,-46.6332,29,58,49,4,17,43,32,24,REABASTECER
2018-07-22,Luz,-23.5365,-46.6332,86,48,23,28,43,32,22,43,NORMAL
2019-04-01,Luz,-23.5365,-46.6332,45,58,35,43,4,10,43,30,REABASTECER
2019-07-03,Luz,-23.5365,-46.6332,24,51,20,32,23,9,10,34,NORMAL
2019-09-06,Luz,-23.5365,-46.6332,31,38,31,29,27,21,18,27,NORMAL
2019-09-15,Luz,-23.5365,-46.6332,30,58,33,34,33,41,28,28,NORMAL
2018-12-15,Ana Rosa,-23.5813,-46.6383,55,37,36,7,13,32,10,13,NORMAL
2019-02-25,Ana Rosa,-23.5813,-46.6383,57,10,38,17,28,14,38,28,NORMAL
2019-04-15,Ana Rosa,-23.5813,-46.6383,9,46,19,43,10,19,38,9,REABASTECER
2019-04-19,Ana Rosa,-23.5813,-46.6383,55,25,59,31,33,10,26,33,NORMAL
2019-10-16,Ana Rosa,-23.5813,-46.6383,18,8,31,36,22,33,13,13,REABASTECER
2019-12-11,Ana Rosa,-23.5813,-46.6383,22,58,18,36,8,5,31,39,REABASTECER
2018-03-22,São Joaquim,-23.5618,-46.6389,86,18,13,17,22,40,14,32,NORMAL
2018-04-09,São Judas,-23.6255,-46.6411,8,19,65,39,30,36,9,17,REABASTECER
2018-06-29,São Judas,-23.6255,-46.6411,19,40,29,33,13,21,12,32,NORMAL
2018-08-26,São Judas,-23.6255,-46.6411,32,23,18,43,7,14,38,23,NORMAL
2018-12-23,São Judas,-23.6255,-46.6411,53,62,65,37,15,6,4,10,REABASTECER
2019-02-15,São Judas,-23.6255,-46.6411,75,20,40,37,12,43,8,16,NORMAL
2019-02-18,São Judas,-23.6255,-46.6411,50,65,23,24,43,35,37,5,NORMAL
2019-04-29,São Judas,-23.6255,-46.6411,59,28,49,4,41,20,41,32,NORMAL
2019-05-09,São Judas,-23.6255,-46.6411,43,24,55,13,37,34,5,33,REABASTECER
2019-05-19,São Judas,-23.6255,-46.6411,22,22,65,20,43,38,13,35,NORMAL
2019-06-14,São Judas,-23.6255,-46.6411,17,9,31,30,20,5,6,10,REABASTECER
2019-08-24,São Judas,-23.6255,-46.6411,30,58,7,30,31,31,25,34,NORMAL
2018-01-09,Vila Mariana,-23.5895,-46.6346,7,23,7,31,13,18,15,10,REABASTECER
2018-03-20,Vila Mariana,-23.5895,-46.6346,17,37,38,13,43,43,37,26,NORMAL
2018-12-27,Vila Mariana,-23.5895,-46.6346,86,52,48,18,7,39,41,30,NORMAL
2019-07-26,Vila Mariana,-23.5895,-46.6346,59,65,30,32,33,15,32,32,NORMAL
2019-10-29,Vila Mariana,-23.5895,-46.6346,74,34,65,18,20,14,27,10,NORMAL
2019-11-28,Vila Mariana,-23.5895,-46.6346,47,65,4,7,32,14,31,32,NORMAL
2018-08-23,Brooklin,-23.6263,-46.6878,6,65,40,43,22,36,10,20,REABASTECER
2019-01-09,Brooklin,-23.6263,-46.6878,67,15,65,15,37,32,14,18,NORMAL
2019-03-11,Brooklin,-23.6263,-46.6878,41,37,35,33,4,27,13,29,NORMAL
2019-06-05,Brooklin,-23.6263,-46.6878,1,65,13,23,39,23,19,28,NORMAL
2019-07-30,Brooklin,-23.6263,-46.6878,62,44,45,28,27,20,16,37,NORMAL
2018-08-11,Campo Belo,-23.6188,-46.6823,86,24,46,31,39,25,38,33,NORMAL
2019-05-27,Campo Belo,-23.6188,-46.6823,86,19,14,43,43,42,25,24,NORMAL
2019-06-18,Campo Belo,-23.6188,-46.6823,49,19,65,26,2,17,28,31,NORMAL
2018-09-18,Eucaliptos,-23.61,-46.6686,37,5,65,16,18,43,1,35,REABASTECER
2018-10-16,Eucaliptos,-23.61,-46.6686,6,35,65,17,29,42,43,7,REABASTECER
2018-11-10,Eucaliptos,-23.61,-46.6686,46,65,37,35,23,13,24,30,NORMAL
2019-05-20,Eucaliptos,-23.61,-46.6686,66,23,41,42,17,39,37,32,NORMAL
2019-10-29,Eucaliptos,-23.61,-46.6686,6,65,17,27,7,35,16,23,NORMAL
2019-12-08,Eucaliptos,-23.61,-46.6686,78,16,11,43,14,6,34,28,NORMAL
2018-06-21,Moema,-23.5489,-46.6388,54,34,28,36,39,43,31,43,NORMAL
2018-08-16,Moema,-23.5489,-46.6388,25,55,65,4,23,2,25,31,REABASTECER
2018-04-06,Paraíso,-23.57677,-46.63933,16,12,57,9,29,32,43,8,NORMAL
2018-06-23,Paraíso,-23.57677,-46.63933,38,62,38,11,28,43,6,26,NORMAL
2018-10-28,Paraíso,-23.57677,-46.63933,86,43,49,15,28,32,17,43,NORMAL
2019-04-25,Paraíso,-23.57677,-46.63933,27,33,9,43,37,10,5,28,NORMAL
2019-05-27,Paraíso,-23.57677,-46.63933,65,65,52,43,35,32,35,13,NORMAL
2018-03-01,Brigadeiro,-23.5683,-46.6482,7,45,42,37,29,16,13,27,REABASTECER
2018-07-02,Brigadeiro,-23.5683,-46.6482,25,35,7,23,13,7,43,19,REABASTECER
2018-09-02,Brigadeiro,-23.5683,-46.6482,74,42,58,6,11,14,14,15,REABASTECER
2019-04-16,Tamanduateí,-23.5929,-46.5897,22,17,4,40,22,9,10,8,REABASTECER
2018-07-09,Sé,-23.55,-46.6333,75,10,57,21,35,17,7,32,NORMAL
2018-10-16,Sé,-23.55,-46.6333,78,16,34,10,7,7,19,5,NORMAL
2018-11-01,Sé,-23.55,-46.6333,14,11,57,11,34,15,1,35,REABASTECER
2019-02-21,Sé,-23.55,-46.6333,40,25,18,8,37,39,10,28,NORMAL
2019-08-27,Sé,-23.55,-46.6333,33,23,0,20,28,23,15,29,REABASTECER
2019-11-25,Sé,-23.55,-46.6333,36,22,47,18,4,7,6,14,NORMAL
2018-11-11,Brás,-23.5451,-46.6162,62,51,13,20,8,29,26,29,NORMAL
2019-07-02,Brás,-23.5451,-46.6162,15,65,65,17,40,26,29,34,NORMAL
2019-11-01,Brás,-23.5451,-46.6162,30,50,19,9,28,35,21,43,NORMAL
2018-04-10,Barra Funda,-23.5542,-46.6707,52,10,37,17,20,23,14,18,NORMAL
2019-05-18,Barra Funda,-23.5542,-46.6707,71,30,47,28,10,28,16,6,NORMAL
2019-11-16,Barra Funda,-23.5542,-46.6707,65,13,65,14,43,27,30,13,NORMAL
2018-06-09,Tatuapé,-23.5402,-46.5765,26,61,56,3,43,37,38,21,REABASTECER
2019-03-20,Tatuapé,-23.5402,-46.5765,26,23,2,9,9,42,32,25,NORMAL
2018-10-12,República,-23.5436,-46.6434,2,48,53,1,41,33,21,31,REABASTECER
2019-03-06,República,-23.5436,-46.6434,6,55,33,21,6,33,43,8,NORMAL
2019-05-14,Higienópolis-Mackenzie,-23.5488,-46.6519,42,43,28,27,40,37,5,31,REABASTECER
2019-12-14,Higienópolis-Mackenzie,-23.5488,-46.6519,66,35,37,33,13,39,43,11,NORMAL
2018-01-04,Faria Lima,-23.5675,-46.6929,54,51,41,33,29,34,35,33,NORMAL
2018-01-06,Faria Lima,-23.5675,-46.6929,34,40,31,27,21,30,24,24,NORMAL
2018-08-13,Faria Lima,-23.5675,-46.6929,22,39,20,9,18,13,3,20,NORMAL
2018-10-21,Faria Lima,-23.5675,-46.6929,50,33,65,14,8,28,22,37,NORMAL
2018-06-19,Pinheiros,-23.5664,-46.703,86,25,28,4,3,36,8,37,REABASTECER
2018-12-06,Pinheiros,-23.5664,-46.703,79,35,10,15,5,31,23,1,NORMAL
2019-09-20,Pinheiros,-23.5664,-46.703,86,48,9,6,11,14,32,27,REABASTECER
2019-12-29,Pinheiros,-23.5664,-46.703,2,44,20,39,23,24,19,22,NORMAL
2018-08-14,Butantã,-23.5844,-46.7252,12,24,2,39,16,9,22,43,REABASTECER
2019-08-07,Butantã,-23.5844,-46.7252,69,65,53,37,43,27,35,12,NORMAL
2018-03-06,Fradique Coutinho,-23.5661,-46.6841,53,41,65,43,32,29,35,14,NORMAL
2018-04-06,Fradique Coutinho,-23.5661,-46.6841,8,52,65,30,40,15,9,10,NORMAL
2018-05-07,Luz,-23.5365,-46.6332,19,15,43,11,15,31,43,14,NORMAL
2018-12-05,Luz,-23.5365,-46.6332,54,65,57,36,32,37,9,38,NORMAL
2019-05-14,Luz,-23.5365,-46.6332,57,15,11,38,18,7,43,24,NORMAL
2019-10-06,Luz,-23.5365,-46.6332,72,65,35,8,26,17,43,25,NORMAL
2018-06-27,Ana Rosa,-23.5813,-46.6383,7,39,40,32,26,6,19,35,REABASTECER
2019-08-10,Ana Rosa,-23.5813,-46.6383,34,60,65,9,24,24,8,38,NORMAL
2018-01-01,São Joaquim,-23.5618,-46.6389,86,65,65,43,43,43,43,43,NORMAL
2018-04-08,São Joaquim,-23.5618,-46.6389,8,56,37,19,5,22,36,10,NORMAL
2018-07-08,São Joaquim,-23.5618,-46.6389,71,47,41,36,28,17,41,16,NORMAL
2018-08-19,São Joaquim,-23.5618,-46.6389,86,9,19,43,4,43,17,13,NORMAL
2019-03-28,São Joaquim,-23.5618,-46.6389,58,24,15,27,27,28,35,16,NORMAL
2019-10-18,São Joaquim,-23.5618,-46.6389,41,59,6,32,38,31,26,33,REABASTECER
2018-02-01,São Judas,-23.6255,-46.6411,72,22,52,43,9,37,39,43,NORMAL
2018-11-12,São Judas,-23.6255,-46.6411,11,7,21,11,15,29,3,8,REABASTECER
2018-05-29,Vila Mariana,-23.5895,-46.6346,49,56,24,29,38,37,29,31,NORMAL
2018-07-24,Vila Mariana,-23.5895,-46.6346,45,54,40,11,17,35,22,22,NORMAL
2018-11-01,Vila Mariana,-23.5895,-46.6346,8,65,45,32,15,38,16,30,NORMAL
2018-02-17,Brooklin,-23.6263,-46.6878,74,41,60,18,40,35,6,25,NORMAL
2018-08-25,Brooklin,-23.6263,-46.6878,75,52,20,37,13,25,2,13,NORMAL
2018-11-23,Brooklin,-23.6263,-46.6878,0,17,48,27,16,18,36,30,REABASTECER
2019-01-22,Brooklin,-23.6263,-46.6878,23,59,41,14,30,32,5,8,REABASTECER
2019-02-19,Brooklin,-23.6263,-46.6878,13,36,53,18,43,25,18,26,NORMAL
2018-04-18,Campo Belo,-23.6188,-46.6823,76,10,47,22,18,43,31,22,NORMAL
2018-06-05,Campo Belo,-23.6188,-46.6823,47,27,43,14,43,23,16,37,NORMAL
2018-08-27,Campo Belo,-23.6188,-46.6823,4,5,61,28,16,14,25,17,REABASTECER
2019-10-30,Campo Belo,-23.6188,-46.6823,4,7,6,43,43,24,11,28,REABASTECER
2018-04-03,Eucaliptos,-23.61,-46.6686,55,32,38,9,18,28,8,14,NORMAL
2019-11-30,Hospital São Paulo,-23.5984,-46.6455,48,10,59,32,4,22,25,11,NORMAL
2018-03-21,Paraíso,-23.57677,-46.63933,76,45,18,3,10,35,14,28,REABASTECER
2019-03-02,Brigadeiro,-23.5683,-46.6482,56,51,44,37,28,15,12,4,NORMAL
2018-10-21,Trianon-Masp,-23.5634,-46.6544,2,11,10,35,43,31,21,8,REABASTECER
2019-03-05,Trianon-Masp,-23.5634,-46.6544,71,2,65,23,16,4,35,22,NORMAL
2019-10-22,Trianon-Masp,-23.5634,-46.6544,33,65,65,11,38,34,21,19,NORMAL
2018-06-03,Consolação,-23.5581,-46.6606,48,25,47,10,41,14,21,9,NORMAL
2018-06-06,Consolação,-23.5581,-46.6606,18,6,31,8,33,7,9,43,REABASTECER
2018-08-28,Consolação,-23.5581,-46.6606,77,9,53,37,13,10,31,22,NORMAL
2019-02-27,Tamanduateí,-23.5929,-46.5897,86,3,37,20,43,36,32,39,NORMAL
2019-03-19,Tamanduateí,-23.5929,-46.5897,42,26,65,39,41,6,31,31,REABASTECER
2019-03-28,Paraíso,-23.57677,-46.63933,28,65,65,17,24,9,31,9,NORMAL
2019-08-21,Paraíso,-23.57677,-46.63933,6,28,65,41,7,7,28,10,REABASTECER
2019-03-13,Brigadeiro,-23.5683,-46.6482,24,53,31,12,27,14,9,9,NORMAL
2019-07-17,Brigadeiro,-23.5683,-46.6482,43,23,18,20,29,38,35,16,NORMAL
2018-11-25,Trianon-Masp,-23.5634,-46.6544,26,21,41,28,29,22,28,30,NORMAL
2018-12-05,Trianon-Masp,-23.5634,-46.6544,10,27,31,33,36,35,37,35,NORMAL
2018-12-07,Trianon-Masp,-23.5634,-46.6544,79,16,21,26,28,31,28,27,NORMAL
2018-02-13,Consolação,-23.5581,-46.6606,22,50,30,13,4,43,32,15,NORMAL
2018-03-08,Consolação,-23.5581,-46.6606,31,46,65,25,37,10,6,11,NORMAL
2019-01-25,Consolação,-23.5581,-46.6606,38,53,53,12,13,20,43,33,NORMAL
2019-12-04,Consolação,-23.5581,-46.6606,13,4,58,43,13,32,40,31,REABASTECER
2019-12-16,Consolação,-23.5581,-46.6606,79,53,46,9,14,37,33,28,NORMAL
2019-02-23,Tamanduateí,-23.5929,-46.5897,41,37,61,35,13,43,9,10,NORMAL
2019-09-14,Tamanduateí,-23.5929,-46.5897,56,16,15,33,8,16,21,26,NORMAL
2018-11-19,Sé,-23.55,-46.6333,21,46,65,34,12,4,19,8,REABASTECER
2019-05-09,Sé,-23.55,-46.6333,51,11,56,19,10,39,38,41,NORMAL
2018-05-18,Brás,-23.5451,-46.6162,38,34,37,29,5,41,36,4,NORMAL
2019-03-22,Brás,-23.5451,-46.6162,63,27,42,37,23,31,1,43,REABASTECER
2019-06-02,Brás,-23.5451,-46.6162,53,3,8,29,36,29,17,24,REABASTECER
2018-07-23,Barra Funda,-23.5542,-46.6707,76,46,26,29,37,40,8,2,REABASTECER
2019-05-28,Barra Funda,-23.5542,-46.6707,60,34,35,35,20,40,13,6,REABASTECER
2018-09-09,Tatuapé,-23.5402,-46.5765,4,55,11,14,8,18,16,17,REABASTECER
2019-07-04,Tatuapé,-23.5402,-46.5765,43,42,58,32,12,30,43,41,NORMAL
2018-08-04,República,-23.5436,-46.6434,56,31,58,33,3,28,28,10,NORMAL
2018-02-18,Higienópolis-Mackenzie,-23.5488,-46.6519,43,43,58,27,34,8,27,17,NORMAL
2018-08-08,Higienópolis-Mackenzie,-23.5488,-46.6519,67,15,18,28,24,7,23,18,NORMAL
2019-03-20,Higienópolis-Mackenzie,-23.5488,-46.6519,73,51,6,12,43,18,36,5,REABASTECER
2019-12-11,Higienópolis-Mackenzie,-23.5488,-46.6519,7,58,56,43,21,43,15,27,REABASTECER
2018-01-24,Faria Lima,-23.5675,-46.6929,39,57,36,28,21,20,41,43,NORMAL
2018-03-25,Faria Lima,-23.5675,-46.6929,24,61,11,5,43,8,9,16,REABASTECER
2018-05-22,Faria Lima,-23.5675,-46.6929,17,40,56,43,1,38,34,30,REABASTECER
2019-10-18,Faria Lima,-23.5675,-46.6929,86,10,57,24,29,28,2,30,NORMAL
2018-02-11,Pinheiros,-23.5664,-46.703,24,10,53,8,20,22,43,32,NORMAL
2019-03-01,Pinheiros,-23.5664,-46.703,14,53,23,38,43,43,43,34,NORMAL
2018-05-05,Butantã,-23.5844,-46.7252,86,18,45,25,26,28,27,17,NORMAL
2019-05-09,Butantã,-23.5844,-46.7252,59,6,30,3,16,40,38,32,REABASTECER
2019-06-04,Butantã,-23.5844,-46.7252,75,44,43,17,8,11,20,8,NORMAL
2019-06-17,Butantã,-23.5844,-46.7252,35,26,22,22,41,16,22,43,NORMAL
2019-06-28,Butantã,-23.5844,-46.7252,15,19,11,42,32,28,21,41,NORMAL
2019-08-17,Butantã,-23.5844,-46.7252,59,10,55,18,43,31,34,14,NORMAL
2019-12-11,Butantã,-23.5844,-46.7252,77,65,61,43,43,43,2,11,NORMAL
2019-12-27,Butantã,-23.5844,-46.7252,15,22,21,36,22,6,16,32,REABASTECER
2018-01-23,Fradique Coutinho,-23.5661,-46.6841,48,52,35,15,37,2,32,43,NORMAL
2018-08-09,Fradique Coutinho,-23.5661,-46.6841,45,65,6,29,9,20,37,17,REABASTECER
2019-03-13,Fradique Coutinho,-23.5661,-46.6841,69,43,7,27,27,33,25,29,REABASTECER
2019-12-14,Fradique Coutinho,-23.5661,-46.6841,86,12,44,42,43,18,41,33,NORMAL
2018-07-28,Luz,-23.5365,-46.6332,28,8,36,7,18,18,37,13,NORMAL
2018-09-19,Luz,-23.5365,-46.6332,29,59,51,21,30,5,14,14,NORMAL
2018-09-22,Ana Rosa,-23.5813,-46.6383,58,37,44,25,35,43,13,37,NORMAL
2018-10-21,Ana Rosa,-23.5813,-46.6383,64,17,14,26,35,20,29,8,NORMAL
2019-03-03,Ana Rosa,-23.5813,-46.6383,69,32,49,29,41,30,11,5,NORMAL
2019-10-11,Ana Rosa,-23.5813,-46.6383,61,34,65,11,36,40,33,36,NORMAL
2018-09-08,São Joaquim,-23.5618,-46.6389,77,11,18,11,9,38,26,22,NORMAL
2019-10-11,São Joaquim,-23.5618,-46.6389,17,34,65,19,26,9,10,25,NORMAL
2019-10-15,São Joaquim,-23.5618,-46.6389,71,6,29,6,9,39,38,6,REABASTECER
2018-07-16,São Judas,-23.6255,-46.6411,32,55,39,38,37,8,33,4,NORMAL
2018-08-11,São Judas,-23.6255,-46.6411,17,31,56,43,22,22,19,39,NORMAL
2019-03-18,São Judas,-23.6255,-46.6411,5,4,13,5,6,38,36,20,REABASTECER
2019-07-24,São Judas,-23.6255,-46.6411,63,33,31,39,26,10,16,13,NORMAL
2019-11-29,São Judas,-23.6255,-46.6411,38,65,8,7,39,16,30,25,NORMAL
2018-03-16,Vila Mariana,-23.5895,-46.6346,63,65,65,31,19,20,13,43,NORMAL
2018-06-10,Brooklin,-23.6263,-46.6878,33,65,26,10,10,38,11,21,NORMAL
2019-06-16,Brooklin,-23.6263,-46.6878,76,65,65,28,34,36,25,23,NORMAL
2019-03-24,Campo Belo,-23.6188,-46.6823,7,65,50,29,26,21,10,5,NORMAL
2018-02-09,Eucaliptos,-23.61,-46.6686,68,29,11,22,18,16,6,16,NORMAL
2018-11-25,Eucaliptos,-23.61,-46.6686,70,24,12,39,10,7,5,12,NORMAL
2019-01-28,Eucaliptos,-23.61,-46.6686,47,22,38,1,37,34,17,21,NORMAL
2018-06-02,Moema,-23.5489,-46.6388,76,22,22,5,29,9,15,39,REABASTECER
2018-11-24,Moema,-23.5489,-46.6388,86,47,56,33,26,8,24,43,NORMAL
2018-06-28,Paraíso,-23.57677,-46.63933,75,28,5,43,13,24,29,8,NORMAL
2019-05-23,Ana Rosa,-23.5813,-46.6383,86,20,11,43,37,8,16,12,NORMAL
2019-12-02,Ana Rosa,-23.5813,-46.6383,27,40,22,19,43,27,25,31,NORMAL
2018-08-01,São Joaquim,-23.5618,-46.6389,24,39,20,11,31,26,38,31,NORMAL
2019-08-22,Vila Mariana,-23.5895,-46.6346,52,39,52,11,17,18,5,18,NORMAL
2018-05-05,Brooklin,-23.6263,-46.6878,36,26,10,37,27,20,27,21,NORMAL
2019-02-28,Brooklin,-23.6263,-46.6878,11,48,65,37,7,37,23,37,NORMAL
2019-10-15,Brooklin,-23.6263,-46.6878,17,21,10,30,24,34,5,3,NORMAL
2018-07-28,Campo Belo,-23.6188,-46.6823,35,38,7,35,9,31,37,43,REABASTECER
2018-12-11,Campo Belo,-23.6188,-46.6823,44,23,55,36,13,31,29,24,NORMAL
2019-02-07,Campo Belo,-23.6188,-46.6823,39,3,49,40,43,12,25,18,REABASTECER
2018-09-22,Eucaliptos,-23.61,-46.6686,86,45,41,3,43,36,26,23,REABASTECER
2018-11-09,Eucaliptos,-23.61,-46.6686,54,7,43,36,26,14,30,35,NORMAL
2018-08-03,Moema,-23.5489,-46.6388,74,15,19,43,34,6,30,5,NORMAL
2019-10-17,Hospital São Paulo,-23.5984,-46.6455,60,65,21,35,19,43,23,20,NORMAL
2018-01-14,Paraíso,-23.57677,-46.63933,46,62,33,30,30,11,40,34,NORMAL
2018-04-17,Paraíso,-23.57677,-46.63933,86,14,47,18,29,43,43,6,NORMAL
2019-01-03,Paraíso,-23.57677,-46.63933,53,37,52,14,36,34,24,37,NORMAL
2019-02-13,Paraíso,-23.57677,-46.63933,13,44,60,21,21,12,29,13,NORMAL
2019-03-13,Paraíso,-23.57677,-46.63933,86,3,45,25,31,42,2,23,REABASTECER
2019-04-11,Paraíso,-23.57677,-46.63933,78,54,47,11,16,9,21,43,NORMAL
2019-08-28,Paraíso,-23.57677,-46.63933,36,49,23,28,25,27,2,26,REABASTECER
2019-12-10,Paraíso,-23.57677,-46.63933,56,34,12,6,21,15,22,6,NORMAL
2018-06-09,Brigadeiro,-23.5683,-46.6482,86,41,39,5,18,28,12,19,REABASTECER
2019-05-17,Brigadeiro,-23.5683,-46.6482,6,57,50,8,16,4,12,10,REABASTECER
2018-02-07,Trianon-Masp,-23.5634,-46.6544,86,36,12,18,35,19,9,24,NORMAL
2018-02-15,Trianon-Masp,-23.5634,-46.6544,2,52,22,41,43,27,24,33,REABASTECER
2018-10-30,Trianon-Masp,-23.5634,-46.6544,86,29,18,10,43,7,36,13,NORMAL
2018-11-27,Trianon-Masp,-23.5634,-46.6544,6,9,25,17,20,11,21,26,REABASTECER
2019-05-15,Consolação,-23.5581,-46.6606,9,27,39,43,25,13,10,28,NORMAL
2018-05-13,Tamanduateí,-23.5929,-46.5897,45,24,32,4,24,23,4,29,NORMAL
2019-06-25,Tamanduateí,-23.5929,-46.5897,38,57,43,28,29,15,33,14,NORMAL
2019-08-19,Tamanduateí,-23.5929,-46.5897,35,65,51,23,34,6,25,10,REABASTECER
2019-10-14,Sé,-23.55,-46.6333,65,28,9,30,26,11,43,5,REABASTECER
2019-03-08,Brás,-23.5451,-46.6162,26,37,65,27,43,30,18,43,NORMAL
2019-04-26,Brás,-23.5451,-46.6162,62,29,57,22,6,15,30,5,REABASTECER
2018-02-01,Barra Funda,-23.5542,-46.6707,47,21,65,43,43,25,12,10,NORMAL
2018-03-05,Barra Funda,-23.5542,-46.6707,42,17,18,33,32,31,32,38,NORMAL
2019-01-19,Barra Funda,-23.5542,-46.6707,19,30,21,21,12,36,17,28,NORMAL
2019-03-26,Barra Funda,-23.5542,-46.6707,62,26,15,35,41,43,41,43,NORMAL
2019-09-13,Barra Funda,-23.5542,-46.6707,3,51,50,31,40,43,23,7,REABASTECER
2018-05-17,Tatuapé,-23.5402,-46.5765,66,59,20,36,43,26,37,37,NORMAL
2018-06-15,Tatuapé,-23.5402,-46.5765,49,31,9,28,17,14,19,37,REABASTECER
2018-07-25,Tatuapé,-23.5402,-46.5765,86,34,50,21,16,40,31,34,NORMAL
2019-03-04,Tatuapé,-23.5402,-46.5765,12,33,51,21,32,13,13,43,NORMAL
2019-08-27,Tatuapé,-23.5402,-46.5765,63,50,26,15,10,35,2,3,NORMAL
2018-06-12,República,-23.5436,-46.6434,65,53,27,9,3,30,29,38,REABASTECER
2018-11-12,República,-23.5436,-46.6434,73,9,23,37,11,28,36,39,NORMAL
2018-01-19,Higienópolis-Mackenzie,-23.5488,-46.6519,75,19,65,24,12,30,17,10,NORMAL
2018-08-24,Higienópolis-Mackenzie,-23.5488,-46.6519,86,51,41,33,1,43,7,41,REABASTECER
2018-11-29,Higienópolis-Mackenzie,-23.5488,-46.6519,23,47,20,43,5,34,12,21,REABASTECER
2018-12-11,Higienópolis-Mackenzie,-23.5488,-46.6519,86,34,7,9,37,43,43,15,REABASTECER
2018-12-18,Higienópolis-Mackenzie,-23.5488,-46.6519,17,53,31,28,6,17,14,29,REABASTECER
2018-01-30,Faria Lima,-23.5675,-46.6929,78,34,56,10,41,7,11,21,NORMAL
2018-02-16,Faria Lima,-23.5675,-46.6929,12,9,11,2,19,29,30,43,NORMAL
2018-08-03,Faria Lima,-23.5675,-46.6929,44,39,20,43,15,43,2,19,REABASTECER
2019-08-19,Faria Lima,-23.5675,-46.6929,57,45,52,4,39,9,25,18,NORMAL
2018-01-25,Pinheiros,-23.5664,-46.703,10,47,31,8,37,28,25,4,REABASTECER
2019-05-28,Pinheiros,-23.5664,-46.703,19,21,58,29,43,33,41,32,NORMAL
